brand,product_code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
Carrefour,3245414104686,Vitality* Figue,443.4,1855.19,65.0,19.0,14.0,1.3,11.0,6.7,0.54,0.22,4.0,9.0,18.45,0.29,High,High,True
Bonne Maman,3045320082074,"Bonne Maman - French Strawberry & Wild Strawberry Jam, 370g (13oz)",238.5,997.88,59.0,59.0,0.1,0.0,0.4,0.0,0.0,0.0,4.0,17.0,47.0,1.0,Medium,High,True
Mousse chocolat au lait,3023290009055,Secret de mousse,166.1,694.96,21.2,20.3,6.5,4.3,5.0,1.4,0.14,0.06,4.0,12.0,0.0,0.96,Medium,High,True
Fruit d'Or,3265479328018,Fruit d'Or,900.0,3765.6,0.0,0.0,100.0,9.4,0.0,0.0,0.0,0.0,2.0,2.0,40.0,0.0,High,Low,False
"Babybel, Bel",3073781069716,Babybel,327.9,1371.93,0.1,0.1,27.5,18.5,20.0,0.0,1.8,0.72,3.0,15.0,0.0,1.0,High,Low,False
Bahlsen,4017100376108,Croissant de Lune,537.4,2248.48,55.0,23.0,31.0,12.0,8.3,2.6,0.25,0.1,4.0,23.0,0.0,0.42,High,High,True
La vache qui rit,3073781099348,Toastinette original,244.2,1021.73,6.0,6.0,17.0,11.5,15.5,2.6,2.6,1.04,4.0,19.0,0.0,1.0,Medium,Medium,True
"Nestlé, La Laitière",3023290233702,Crème Caramel🍮,129.3,540.99,22.2,21.5,2.5,1.1,4.5,0.0,0.15,0.06,4.0,7.0,0.0,0.97,Medium,High,True
"Ebro Foods, Panzani, Regia",3038352597609,Regia couscous moyen 1kg,369.2,1544.73,72.9,3.0,2.0,0.4,13.2,3.4,0.0,0.0,1.0,-2.0,0.0,0.04,High,Low,False
Oasis,3124480159366,PET 2L OASIS PECHE ABRICOT,34.4,143.93,8.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,12.0,0.97,Low,Medium,True
Saint Alby,20443917,Viande des grisons,202.9,848.93,0.2,0.2,4.1,1.9,40.0,2.6,5.0,2.0,4.0,23.0,0.0,1.0,Medium,Low,True
Petit Navire Donini Collezione,3019080057016,Le thon blanc au naturel germon,121.6,508.77,0.0,0.0,2.4,0.7,25.0,0.0,0.9,0.36,3.0,-2.0,0.0,0.0,Medium,Low,False
"Carrefour BIO, Carrefour",3245413504531,Galletas de arroz inflado rellenas de chocolate y avellana,470.2,1967.32,70.0,24.0,18.0,7.5,5.9,2.3,0.2,0.08,3.0,18.0,4.95,0.34,High,High,False
Bonne Maman,3608580777182,Confiture de Fraises,240.9,1007.93,59.0,59.0,0.1,0.0,0.4,1.2,0.0,0.0,4.0,16.0,65.0,1.0,Medium,High,True
Kölln,4000540003864,Schokomüsli,397.0,1661.05,59.0,12.0,11.0,4.5,11.0,9.0,0.17,0.07,4.0,7.0,0.0,0.2,High,Medium,True
Amora,3250546694073,Amora Ketchup Nature Flacon Souple 850g,102.5,428.86,23.0,23.0,0.5,0.1,1.0,1.0,2.8,1.12,4.0,19.0,50.78,1.0,Medium,High,True
Les P'tites Tartines,3580280775241,Pâte à tartiner aux noisettes,568.6,2379.02,52.0,51.0,37.0,9.3,5.2,3.4,0.07,0.03,4.0,29.0,13.0,0.98,High,High,True
Neuhauser,3248288089455,pain spécial aux 5 céréales et graines 500g,240.7,1007.09,38.0,2.3,4.9,0.8,7.7,6.9,1.0,0.4,4.0,0.0,0.0,0.06,Medium,Low,True
Benedicta,3660603004651,Pommes de Terre à la crème fraîche de Normandie,372.0,1556.45,5.1,2.7,38.8,2.9,0.6,0.0,1.9,0.76,4.0,9.0,25.0,0.53,High,Low,True
J FAVRICHON,3111900350717,Muesli simplement bienveillant,412.0,1723.81,56.0,12.0,12.0,1.5,14.0,12.0,0.02,0.01,3.0,-1.0,0.0,0.21,High,Medium,False
Freshona,20622381,Lentilles,85.7,358.57,12.7,0.4,0.5,0.1,6.3,2.6,0.58,0.23,4.0,-3.0,85.33,0.03,Low,Low,True
"Marque Repère, LECLERC",3564700655566,St Diéry eau minérale naturelle pétillante,133.16,557.14,22.68,3.68,1.28,1.46,6.38,2.7,96.25,38.5,1.0,0.0,0.0,0.16,Medium,Low,False
Les 2 Vaches,3661344795372,LES 2 VACHES FLAN BIO 100 G X 4,112.5,470.7,18.7,17.5,2.7,1.9,3.3,0.1,0.13,0.05,4.0,6.0,0.0,0.94,Medium,High,True
"Carrefour BIO, Carrefour",3560070483969,Miel de fleurs crémeux,140.42,587.52,30.62,22.92,0.98,5.52,2.28,0.0,13.13,5.25,2.0,19.0,0.0,0.75,Medium,High,False
Inés Rosales,8410637115671,Unknown Product,491.2,2055.18,61.0,17.0,24.0,3.3,6.0,3.6,0.32,0.13,3.0,13.0,24.0,0.28,High,High,False
Vrai,3273220541166,Fromage blanc biologique au lait de chèvre,96.46,403.59,3.6,3.6,5.9,4.1,5.8,2.88,0.0,0.0,3.0,4.0,0.0,1.0,Low,Low,False
"Carrefour BIO, Carrefour",3560070409976,Velouté de 7 légumes,32.8,137.24,4.3,1.4,1.0,0.2,0.8,1.7,0.63,0.25,4.0,3.0,39.2,0.33,Low,Low,True
Haribo,3103220034804,Haricots Happy Life,352.5,1474.86,81.0,53.0,0.5,0.1,4.7,2.6,0.02,0.01,4.0,19.0,0.28,0.65,High,High,True
Terres et Céréales Bio,3421557910173,Flocons 5 céréales,348.6,1458.54,63.0,1.3,3.4,0.6,11.0,11.0,0.01,0.0,1.0,-5.0,0.0,0.02,High,Low,False
Panzani,3038359004155,Panzani - spf - sauce bolognaise 500g,81.9,342.67,6.9,5.8,3.7,1.5,4.5,1.5,0.91,0.36,4.0,1.0,106.3,0.84,Low,Medium,True
PANZANI,3038352357005,Panzani semoule fine 500 v2 /6,365.2,1528.0,72.0,3.7,2.0,0.4,13.0,3.6,0.0,0.0,1.0,-1.0,0.0,0.05,High,Low,False
Tropicana,3502110005069,Tropicana Raisin 1 L,60.8,254.39,15.0,15.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,9.0,100.0,1.0,Low,Medium,False
Ricola,7610700626368,50G RICOLA ALPIN FRESH,392.0,1640.13,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,High,Low,True
"Bio Village, Marque Repère",3564707111546,Crackers Épeautres 3 Graines,459.6,1922.97,48.0,2.3,21.0,2.9,15.0,9.3,1.9,0.76,3.0,11.0,3.6,0.05,High,Low,False
"Aldi, Golden Bridge",26019734,Pépites croustillantes 4 noix,459.4,1922.13,55.0,14.0,20.0,2.1,10.0,9.7,0.06,0.02,4.0,1.0,1.94,0.25,High,Medium,True
Erdinger,3177960003611,Floraline,360.0,1506.24,71.0,4.0,2.0,0.3,13.0,3.0,0.02,0.01,3.0,0.0,0.0,0.06,High,Low,False
Envia,20842253,Lait,43.2,180.75,4.8,4.8,1.2,0.8,3.3,0.0,0.1,0.04,3.0,-1.0,0.0,1.0,Low,Low,False
Le Phare du Cap Bon,6194049100044,Harissa de la Tunisie,72.7,304.18,11.0,6.5,1.9,0.5,2.9,0.0,1.8,0.72,3.6,8.0,2.6,0.59,Low,Medium,False
Picard,3270160817221,"Poulet sauce citron vert et coriandre, purée de patate douce",112.6,471.12,11.0,4.4,5.2,2.1,5.0,0.9,0.49,0.2,4.0,4.0,1.5,0.4,Medium,Low,True
"Nestlé Les Recettes de l'Atelier, Nestlé, Les recettes de l'atelier",7613037985085,NESTLE L'ATELIER Tablette Chocolat noir myrtilles amandes - 170g,543.0,2271.91,44.1,38.1,34.8,15.4,8.9,8.9,0.01,0.0,4.0,22.0,18.1,0.86,High,High,True
Martini,3011932000829,Unknown Product,65.62,274.55,11.26,2.8,0.9,0.2,2.22,1.8,26.05,10.42,2.2,-0.4,0.0,0.25,Low,Low,False
Blini,3292070000029,Tarama,568.4,2378.19,4.7,0.3,58.0,4.1,5.6,2.6,0.97,0.39,4.0,14.0,50.0,0.06,High,Low,True
"Lustucru,Lustucru selection",3240931540191,Lustucru gnocchi a poeler extra fromage jambon 280g,219.5,918.39,30.0,2.1,7.1,3.1,8.1,1.6,1.4,0.56,4.0,11.0,2.0,0.07,Medium,Low,True
Petitjean,3038353920109,Garniture pour bouchées à la Reine,114.3,478.23,8.8,0.5,6.9,2.7,4.0,0.5,0.85,0.34,4.0,6.0,5.5,0.06,Medium,Low,True
"Chêne d'Argent, Duc de coeur",20131623,Coulommiers de Caractère,281.0,1175.7,0.5,0.1,23.0,16.1,18.0,0.0,1.5,0.6,3.0,13.0,0.0,0.2,Medium,Low,False
"Carrefour, Simpl",3560070343041,Compote de pommes allégée en sucres*,59.6,249.37,14.0,14.0,0.0,0.0,0.0,1.8,0.0,0.0,3.0,-2.0,94.0,1.0,Low,Medium,False
"Marque Repère,Turini",3564700512562,Penne Rigate au blé complet,337.0,1410.01,65.0,3.0,2.0,0.5,11.0,7.5,0.0,0.0,1.0,-5.0,0.0,0.05,High,Low,False
Mamie Nova,3456770008352,Yaourt Gourmand Cerises Griottes,94.3,394.55,14.4,13.8,2.5,1.6,3.4,0.3,0.18,0.07,4.0,4.0,30.52,0.96,Low,Medium,True
Saupiquet,3165951213019,Le thon sauce catalane,83.0,347.27,6.4,1.5,2.6,0.4,7.2,2.6,1.1,0.44,4.0,3.0,36.0,0.23,Low,Low,True
"Marque Repère, Tables du Monde",3564700299142,Tortillas de blé,331.2,1385.74,54.0,1.3,8.0,0.9,9.3,3.0,1.3,0.52,4.0,7.0,7.85,0.02,High,Low,True
Bonne Maman,3045320001716,Gelée Mûres,242.1,1012.95,59.0,59.0,0.1,0.0,0.8,1.0,0.0,0.0,4.0,16.0,65.0,1.0,Medium,High,True
Carrefour,3560071013110,Stylesse Fruits rouges,371.0,1552.26,78.0,17.0,1.4,0.3,8.1,7.0,0.76,0.3,3.0,7.0,0.0,0.22,High,High,False
"Kub or, Maggi",7613035862265,"MAGGI KUB OR Bouillon Réduit en sel de -25% - 32 cubes - 121,6g",9.5,39.75,0.5,0.5,0.5,0.1,0.5,0.5,0.67,0.27,4.0,3.0,0.5,1.0,Low,Low,True
Lucien Georgelin,3330720251114,MYRTILLE,215.7,902.49,51.0,49.0,0.5,0.1,0.5,2.6,0.05,0.02,4.0,15.0,59.0,0.96,Medium,High,True
Le Petit Basque,3280240000030,Caillé de brebis nature,103.96,434.97,4.4,3.4,6.6,4.9,5.3,2.88,0.13,0.05,3.0,3.0,0.0,0.77,Medium,Low,False
"Kölln, Peter Kölln GmbH & Co. KGaA",4000540000306,Kölnflocken,362.3,1515.86,56.0,1.2,6.7,1.3,14.0,11.0,0.0,0.0,1.0,-5.0,0.0,0.02,High,Low,False
"Chabrior, Regain",3250392480714,Crackers emmental et graines de courge x8 - BIO,455.22,1904.64,44.65,1.86,19.88,5.61,18.8,11.25,1.84,0.74,3.0,14.0,14.88,0.04,High,Low,False
Balisto,5000159419352,Balisto Fruits des bois x10,500.4,2093.67,61.0,44.6,24.8,11.1,7.0,2.6,0.66,0.26,4.0,32.0,12.69,0.73,High,High,True
"Intermaché, Itineraire des saveurs, Roussas",3250391226078,Feta grecque au lait de brebis et de chèvre,282.6,1182.4,1.9,0.8,23.0,16.9,17.0,0.0,2.16,0.86,3.0,17.0,0.0,0.42,Medium,Low,False
"Petit Yoplait, Yoplait",3329770051065,Petit Yoplait (0 % MG),55.9,233.89,4.0,4.0,0.1,0.1,9.7,0.1,0.14,0.06,3.0,-3.0,0.0,1.0,Low,Low,False
Carrefour,3245412956515,Tzatziki Fromage frais et concombres,184.6,772.37,4.4,2.4,16.0,1.1,5.5,0.5,0.99,0.4,3.0,5.0,37.94,0.55,Medium,Low,False
Carrefour,3560071096090,Bizcocho con fruta,387.0,1619.21,57.0,37.0,15.0,1.5,4.7,2.6,0.52,0.21,4.0,17.0,33.2,0.65,High,High,True
"Marque Repère, Tokapi",3564700634981,Tortillas Chips,470.4,1968.15,64.0,0.8,20.0,2.0,6.6,4.0,0.9,0.36,3.0,7.0,0.0,0.01,High,Low,False
Heinz,8715700423852,Tomato ketchup 50% menos azúcar y sal,59.7,249.78,12.0,11.0,0.1,0.0,1.4,2.6,0.9,0.36,4.0,5.0,67.7,0.92,Low,Medium,True
Solevita,20068509,Suc de mere,45.7,191.21,11.0,10.5,0.1,0.1,0.1,0.2,0.0,0.0,1.0,6.0,100.0,0.95,Low,Medium,False
Picard,3270160114382,Ratatouille cuisinée,45.8,191.63,3.7,3.2,2.6,0.4,1.2,1.4,0.48,0.19,3.0,-3.0,88.04,0.86,Low,Low,False
Sondey,20706999,Cookies trois chocolats,507.0,2121.29,60.0,40.0,27.0,15.0,5.3,1.4,0.75,0.3,4.0,30.0,0.0,0.67,High,High,True
Cap Océan,3283260146009,Tartinable thon MSC fromage frais & ciboulette - 140g - Frais,151.4,633.46,4.3,1.1,9.6,4.6,11.0,1.9,0.79,0.32,4.0,4.0,6.85,0.26,Medium,Low,True
Lindt,3046920084000,Extra velouté blanc,576.4,2411.66,57.0,57.0,36.0,22.0,4.8,2.6,0.19,0.08,4.0,32.0,0.0,1.0,High,High,True
Ethiquable,3760091726674,Chocolat lait nature tendre et fondant,558.2,2335.51,51.0,50.0,35.0,21.0,9.0,1.6,0.25,0.1,4.0,31.0,0.0,0.98,High,High,True
"Lu, Mikado",3017760002707,Mikado Chocolat Noir,462.8,1936.36,66.0,32.0,18.0,11.0,6.4,5.6,0.78,0.31,4.0,24.0,3.73,0.48,High,High,True
Kania,30246256,Bilal,250.8,1049.35,7.2,5.3,24.4,1.8,0.3,0.6,1.4,0.56,4.0,12.0,0.0,0.74,Medium,Medium,True
"Marque Repère, Ronde des Mers",3564700497425,Unknown Product,287.8,1204.16,2.7,0.5,24.0,2.1,15.0,0.5,0.7,0.28,4.0,2.0,18.1,0.19,Medium,Low,True
Gullón,8410376049053,Choco Chips Bio Organic,495.8,2074.43,64.0,30.0,23.0,7.0,6.5,3.4,0.65,0.26,4.0,22.0,0.0,0.47,High,High,True
McCain,8710438107944,Côté Brasserie,163.0,681.99,22.5,0.5,6.0,0.7,2.5,4.5,0.5,0.2,4.0,1.0,0.0,0.02,Medium,Low,True
Heinz,8410066118700,La sauce tomate cuisinée,73.1,305.85,9.3,6.0,3.5,0.4,1.1,0.0,0.91,0.36,4.0,4.0,50.85,0.65,Low,Medium,True
Chips Ahoy!,8410000802771,Mini,498.2,2084.47,63.0,30.0,24.0,12.0,5.8,3.5,1.0,0.4,4.0,27.0,0.0,0.48,High,High,True
Ecomil,8428532121437,Coconut nature,38.3,160.25,2.0,0.3,2.7,2.5,0.2,2.6,0.1,0.04,4.0,4.0,8.5,0.15,Low,Low,True
"Carrefour,Carrefour Original",3560070983247,Les Palets Recette à la Madeleine,523.2,2189.07,66.0,28.0,25.0,4.8,7.5,2.1,0.43,0.17,4.0,20.0,18.2,0.42,High,High,True
Danone,8410500001360,Yogur natural,65.86,275.56,4.3,4.3,3.3,1.7,3.3,2.88,0.11,0.04,3.0,1.0,0.0,1.0,Low,Low,False
MC CAIN,8710438108002,Frites Côté Resto,148.0,619.23,23.0,0.5,4.0,0.4,3.0,4.0,0.5,0.2,4.0,1.0,0.0,0.02,Medium,Low,True
"Sodebo, pizza crust",3242273050253,Pizza Crust Cheesy 4 fromages,215.6,902.07,25.0,2.0,7.4,3.8,11.0,2.5,1.38,0.55,3.0,11.0,23.75,0.08,Medium,Low,False
"Carrefour BIO, Carrefour",3560070410002,Velouté de Légumes saveur du Sud,31.9,133.47,3.6,2.3,1.3,0.2,0.8,1.3,0.62,0.25,3.0,2.0,60.98,0.64,Low,Low,False
"Marque Repère, P'tit Déli",3564700432570,Cuillers à pâtisserie aux œufs frais,358.1,1498.29,74.0,44.0,2.9,0.9,8.3,1.4,0.4,0.16,4.0,17.0,0.0,0.59,High,High,True
"Ferrero, Kinder",8000500237601,Calendrier de l'avent au chocolat,569.0,2380.7,53.5,53.3,35.0,22.6,8.7,2.6,0.31,0.13,4.0,33.0,0.0,1.0,High,High,True
Daunat,3367651000191,XXL thon oeuf crudites,469.0,1962.3,60.0,6.0,14.0,1.8,22.0,7.5,2.2,0.88,4.0,2.0,15.38,0.1,High,Medium,True
Bimbo,8412600307618,Silueta pan de molde integral sin corteza cereales,225.1,941.82,36.0,2.8,3.5,0.9,9.4,6.0,1.0,0.4,4.0,0.0,0.0,0.08,Medium,Low,True
Milbona,20047573,Gouda 48+,367.16,1536.2,0.1,0.1,29.0,19.0,25.0,2.88,4.25,1.7,3.0,27.0,0.0,1.0,High,Low,False
"3D's Bugles, Bénénuts, Lays",3168930007142,Lay's 3D's Bugles goût nature format familial,522.0,2184.05,55.0,3.5,31.0,3.0,5.4,0.7,2.1,0.84,4.0,19.0,0.0,0.06,High,Low,True
U,3270190006794,U Vinaigre de cidre 5° bouteille en verre de 75cl,5.2,21.76,1.3,0.7,0.0,0.0,0.0,0.0,0.03,0.01,2.0,11.6,0.0,0.54,Low,Low,False
D'aucy,3017800132463,Saumon et tagliatelles sauce à l'oseille Plat de la mer d'aucy 300g,129.1,540.15,10.0,0.5,6.1,1.9,8.0,1.1,0.71,0.28,4.0,2.0,8.88,0.05,Medium,Low,True
Panzani,3038359007644,Panzani - spf - sauce bolognaise pur boeuf 650g,84.2,352.29,6.5,5.7,4.0,1.43,4.8,1.5,0.99,0.4,4.0,1.0,105.3,0.88,Low,Medium,True
Bouton d'or,3250390000518,Huile de colza,900.0,3765.6,0.0,0.0,100.0,7.2,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,High,Low,False
Carrefour,3560070776597,Veloute 8 legumes,30.6,128.03,3.9,1.0,1.2,0.5,0.6,0.9,0.63,0.25,4.0,3.0,29.9,0.26,Low,Low,True
Nestlé,8410100021546,Nescafé classic descafeinado,106.28,444.68,16.1,7.2,2.48,4.2,3.54,2.7,32.56,13.02,1.0,8.8,0.0,0.45,Medium,Medium,False
L'oeuf de nos villages,3414280077060,Œufs de nos Villages éleveurs Engagés Plein air,146.8,614.21,0.3,0.3,9.8,2.6,13.0,2.7,0.31,0.12,1.0,-1.0,0.0,1.0,Medium,Low,False
Carrefour,3245412654305,Noodles aux oeufs,355.4,1486.99,67.0,2.3,3.0,0.7,13.0,4.2,0.92,0.37,3.0,1.0,0.03,0.03,High,Low,False
Chabrior,3250392403904,Corn Flakes 500g,384.7,1609.58,84.0,7.6,1.1,0.2,8.0,3.4,0.9,0.36,3.0,6.0,0.0,0.09,High,Medium,False
Sondey,20005559,Bolachas Recheadas Framboesa,378.8,1584.9,64.9,52.7,11.2,6.4,3.6,2.0,0.29,0.12,4.0,26.0,0.0,0.81,High,High,True
Carrefour,3560070732944,SOJA Nature,43.9,183.68,1.9,0.9,2.1,0.4,3.7,1.3,0.08,0.03,4.0,-1.0,8.6,0.47,Low,Low,True
Walkers,39047001442,Shortbread Highlanders,513.5,2148.48,61.7,23.5,26.9,16.8,5.2,1.9,0.68,0.27,3.0,25.0,0.0,0.38,High,High,False
Connétable,3263670166316,Sardines à l'Ancienne Label rouge,223.0,933.03,0.0,0.0,15.0,3.3,22.0,0.0,1.02,0.41,3.0,3.0,12.76,0.0,Medium,Low,False
"Cité Marine, Lidl",4056489138044,Accras de morue recette &quot;créole&quot;,219.2,917.13,15.7,2.05,12.0,1.26,11.5,1.2,1.69,0.68,3.0,11.0,18.64,0.13,Medium,Low,False
Sojade,3273220180112,Boisson soja Nature,39.66,165.94,0.04,0.0,2.1,0.4,3.8,2.7,0.08,0.03,1.0,-4.0,7.5,0.0,Low,Low,False
Lidl,20229030,Avocados,197.5,826.34,1.9,0.5,19.5,4.1,1.9,3.4,0.05,0.02,1.0,0.0,100.0,0.26,Medium,Low,False
Ethiquable,3760091726414,Chocolat lait commerce équitable,593.4,2482.79,36.0,33.0,44.0,27.0,9.4,7.9,0.15,0.06,3.0,21.0,0.0,0.92,High,High,False
"Milka,Mondelez",4025700001030,Milka Noisette,555.8,2325.47,51.0,49.0,35.0,17.0,7.6,3.2,0.24,0.1,4.0,30.0,13.0,0.96,High,High,True
Pâturages,3250390153498,Lait Demi Ecrémé Pâturages,47.8,200.0,4.8,4.8,1.6,1.0,3.3,0.5,0.1,0.04,1.0,-1.0,0.0,1.0,Low,Low,False
Schar,8008698004807,Mix Pain,336.0,1405.82,78.0,2.6,0.6,0.3,2.6,4.1,0.73,0.29,4.0,5.0,0.0,0.03,High,Low,True
Kambly,7614800321000,ROCHER AUX AMANDES 80G - KAMBLY - 80g,558.8,2338.02,49.0,38.0,35.0,13.0,9.7,4.5,0.12,0.05,4.0,25.0,27.11,0.78,High,High,True
CRF,3560070918560,Sauce algérienne,435.8,1823.39,15.0,11.0,41.0,3.4,1.3,0.8,1.6,0.64,4.0,18.0,59.7,0.73,High,Medium,True
Steinburg,8480000664631,Cerveza Lager Clásica,24.66,103.18,3.16,0.5,0.5,0.0,0.44,2.88,0.01,0.0,3.0,11.8,0.0,0.16,Low,Low,False
"Envia, Milbona",4056489110125,Yaourt Stracciatella,122.7,513.38,14.8,13.1,5.7,3.7,3.0,0.1,0.13,0.05,4.0,6.0,0.0,0.89,Medium,Medium,True
Kaoka,3477730001701,Chocolat Noir 90% Bio,594.8,2488.64,18.0,11.0,49.0,30.0,12.5,15.9,0.02,0.01,3.0,15.0,0.0,0.61,High,Medium,False
Carrefour,3560070931835,Comté,417.0,1744.73,1.0,1.0,34.0,22.0,26.0,1.5,0.8,0.32,3.0,11.0,0.0,1.0,High,Low,False
"Marque Repère, Tables du Monde",3564700158388,Lait de coco,363.9,1522.56,68.3,2.4,3.5,0.8,13.2,3.2,1.0,0.4,3.0,2.0,0.0,0.04,High,Low,False
"Altmühltaler Quelle, Altmühltaler Quelle (Aldi Süd), Aqua Culinaris, Quellbrunn, Milbona",42141204,Mineralwasser,69.3,289.95,4.8,4.8,3.5,2.3,3.3,2.7,0.33,0.13,1.0,4.0,0.0,1.0,Low,Low,False
U,3256223375549,Filets de maquereaux au naturel 176g,223.6,935.54,0.5,0.5,16.0,4.2,19.0,0.8,0.95,0.38,3.0,3.0,0.48,1.0,Medium,Low,False
Les 2 Marmottes,3422150000087,Infusion des marmottes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,47.67,0.0,Low,Low,False
RITTER SPORT,4000417020000,Halbbitter,526.2,2201.62,50.0,48.0,33.0,19.0,6.0,2.6,0.01,0.0,4.0,29.0,0.0,0.96,High,High,True
Hacendado,8480000399021,Salmorejo,85.0,355.64,5.1,2.7,6.4,0.9,1.1,1.3,0.0,0.0,3.0,-1.0,74.75,0.53,Low,Low,False
Hacendado,8480000206138,Fresa y Plátano,81.1,339.32,12.4,11.8,1.9,1.3,2.3,2.6,0.12,0.05,4.0,14.0,2.3,0.95,Low,Medium,True
Hacendado,8480000808943,4 piadinas,255.92,1070.77,42.4,4.64,6.8,1.04,5.6,1.36,1.52,0.61,4.0,14.0,4.0,0.11,Medium,Low,True
Fin Carré,20005795,Edelrahm-Ganze-Mandel,598.9,2505.8,42.8,38.8,41.7,17.7,11.8,2.6,0.19,0.08,4.0,28.0,27.0,0.91,High,High,True
La Belle Chaurienne,3245362031959,Saucisse de Toulouse aux Lentilles cuisinées,156.6,655.21,8.3,0.2,9.0,3.2,9.4,2.4,0.7,0.28,3.0,4.0,20.9,0.02,Medium,Low,False
Poulain,3664346312608,180G POULAIN PRALINOISE,579.0,2422.54,54.0,51.0,37.0,14.0,6.0,3.0,0.07,0.03,4.0,31.0,0.0,0.94,High,High,True
"Babybel,Bel",3073780902366,Original Mini,300.8,1258.55,0.01,0.01,23.0,15.5,22.0,2.88,1.7,0.68,3.0,14.0,0.0,1.0,High,Low,False
Picard,3270160175482,15 bâtonnets panés de colin d'Alaska,163.3,683.25,17.0,1.2,5.1,0.6,12.0,0.7,0.5,0.2,4.0,0.0,0.0,0.07,Medium,Low,True
Mutti,8005110191015,Concentré de Tomates,30.9,129.29,5.1,4.5,0.1,0.1,1.6,1.6,0.5,0.2,3.8,3.0,0.1,0.88,Low,Low,False
Valor,8410034075011,Huesitos original,502.2,2101.2,66.0,42.0,23.0,13.0,6.5,2.6,0.32,0.13,4.0,29.0,0.92,0.64,High,High,True
Milbona,4056489108214,Mantequilla sin sal,784.5,3282.35,10.0,1.0,82.5,55.0,0.5,0.0,0.02,0.01,2.0,20.0,0.0,0.1,High,Low,False
Yoplait,3329770062702,Crème Fraîche légère,142.3,595.38,6.0,3.6,11.9,8.0,2.8,0.0,0.11,0.04,4.0,13.0,0.0,0.6,Medium,Low,True
Summa,26033099,Café soluble,2.0,8.37,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.8,16.8,0.0,0.0,Low,Low,False
Tossolia,3483463020247,Haché végétal façon Bolognaise,139.1,581.99,5.3,4.4,6.5,0.7,12.0,5.7,0.85,0.34,3.0,-2.0,40.14,0.83,Medium,Low,False
Samia,3276650102259,Sauce blanche,292.6,1224.24,11.4,7.2,26.2,2.3,1.5,2.6,1.4,0.56,4.0,13.0,28.24,0.63,Medium,Medium,True
Prime Burger,20836573,Burger Buns,301.7,1262.31,46.1,7.0,7.7,0.8,9.7,4.6,1.2,0.48,4.0,4.0,5.15,0.15,High,Medium,True
Fanta,5449000247872,Fanta mangue / fruit du dragon,29.6,123.85,6.1,6.0,0.0,0.0,0.0,2.6,0.0,0.0,4.0,6.0,2.8,0.98,Low,Medium,True
"Marque Repère,Pêche Océan",3564700867396,Sardines entières au naturel,179.3,750.19,0.1,0.1,9.5,3.1,23.3,0.1,0.2,0.08,3.0,-2.0,0.0,1.0,Medium,Low,False
"Carrefour BIO, Carrefour, Interdis",3560071235840,Petits pains grillés au froment,394.4,1650.17,73.0,6.2,6.4,0.7,9.6,3.2,1.1,0.44,3.0,6.0,0.0,0.08,High,Medium,False
Ikea,1200288900002,Sås Senap & Dill - Sauce à la moutarde et à l'aneth,446.4,1867.74,24.0,22.0,38.0,2.5,2.1,0.0,0.6,0.24,4.0,15.0,48.0,0.92,High,High,True
Innocent,5038862432269,"Orange sanguine, grenade, orange, citron vert",46.6,194.97,9.8,9.2,0.0,0.0,0.5,2.7,0.0,0.0,1.0,5.0,86.98,0.94,Low,Medium,False
"Lidl, Mister Choc",20955038,Milk chocolate lidl,585.4,2449.31,52.0,51.0,36.4,20.0,8.0,8.9,0.3,0.12,4.0,19.0,0.0,0.98,High,High,True
M&M's,4011100005884,Peanut,514.4,2152.25,59.0,53.0,26.0,11.0,9.8,2.6,0.11,0.04,4.0,31.0,24.04,0.9,High,High,True
Hacendado,8480000061430,Ravioli requesón y espinacas,275.8,1153.95,34.0,5.4,11.0,3.8,8.9,2.6,1.48,0.59,4.0,14.0,0.0,0.16,Medium,Medium,True
Hacendado,8480000203762,Yogur con frutas del bosque,103.6,433.46,13.7,13.2,3.2,2.2,3.7,2.6,0.1,0.04,4.0,5.0,6.2,0.96,Medium,Medium,True
Mulino Bianco,8076809507110,Macine con Panna Fresca,486.14,2034.01,68.46,19.23,20.0,3.08,6.15,3.85,846.15,338.46,4.0,17.0,0.0,0.28,High,High,True
"El tequito, Snack Day",20108618,Salsa Mexicana Style Spicy Dip,56.4,235.98,12.0,8.0,0.2,0.1,0.9,1.5,2.0,0.8,4.0,10.0,43.2,0.67,Low,Medium,True
Aerzener,4100550010101,Das Pure Haferbrot mit Ölsaaten,289.5,1211.27,20.0,0.83,16.5,2.2,10.5,9.5,1.2,0.48,4.0,1.0,6.5,0.04,Medium,Low,True
